model_id, num_trees, num_try, sample_prop, seed, variance_accounted, age, Agreeableness, AttentionCheck, Conscientiousness, TimeofSemester, Extraversion, gender, Intrinsic, Mood, Neuroticism, NFC, Openness, Persistence, SelfEsteem, Stress, Temperatureinlab, SubjectiveTemp, SubjectiveLight, SubjectiveSpace, YearinCollege
crf, 50, 3, 0.632, 12345, 0.603830130723746, 0.000333026683537172, -0.000196178138643443, 0.000402222959418325, 0.00028851680454529, 0.000928504226024812, 2.95048830429781e-05, -0.000215615504993388, 0.00040091400179042, -3.7029741533065e-05, 0.000275303091650319, 0.000241630583170202, 0.000335132305949304, 0.000147984592044638, 0.00027400137433233, -0.000243330767424484, -0.000234066451174432, 5.88995625587213e-05, 9.61714431966104e-05, 6.7950723859016e-05, 9.89984160763274e-05
rf, 50, 3, 0.632, 12345, 0.00398120312772173, 1.77905994381739, 2.79469235237547, 0.665196032647921, 1.85226584969349, 0.803737535650221, -0.589328320532435, 1.17542924299299, 3.06472431637659, 0.4405736431957, 1.62744755019564, 3.07838347037655, 3.78512383788216, 1.96617909246149, 1.70336975811821, 0.360401863468233, 4.53241694702453, -0.231549666328787, 0.501359263889161, -0.748406684570627, 2.51686312639683
crf, 50, 3, 0.3, 12345, 0.312282070079098, 4.8295153165446e-05, -0.000187207863153492, 0.000143863285809085, 0.000418447597861444, 0.000442254013881557, 0.000226739198578682, 7.48671477378041e-05, 0.000723309824197251, -0.000207239092438399, -0.000188407991657946, -2.71677425367386e-05, 0.000827903937693117, 0.000139216303377691, 0.000204051372456752, -0.000136396260471339, 0.000311584783888006, 0.000278671081743218, 0.000421596327293093, 0.000119215881883686, 4.32541707737794e-05
rf, 50, 3, 0.3, 12345, 0.00257102374553078, 2.56794997847506, 0.491791803998642, 2.30680724665749, 1.39815296085383, 2.2226761641863, -0.24517990565391, 0.963898231991682, 2.33627294812356, 1.04695065289793, 2.37136434763107, 2.58843852878152, 3.10140068833732, 1.82929555959493, 1.60647739806937, 1.20281435742492, 1.4608820881524, 0.534409260553316, 0.349738410706499, -0.607589633463903, 1.60652904414115
crf, 50, 3, 0.35, 12345, 0.380457700925329, 0.000320528601694803, -0.000104006072250488, 0.000226770633698069, 0.000531361768805323, 0.000428469562917379, 0.000100727812091058, -8.78412038471674e-05, 0.000178544864533105, -0.00030214516461008, 0.000358685082042325, 0.000313380396703744, 0.000877009531480598, 0.000344459584037844, -6.31014125590315e-05, 0.000125474698921555, 0.000282176961359854, 0.000197319830642142, -4.02803167054486e-05, -6.00485602173234e-05, 0.000128995216590158
rf, 50, 3, 0.35, 12345, 0.00492882382413189, 2.48574492366362, 1.15004039819301, -0.21740476961601, 0.912622462302633, 2.08349137494201, -0.659697669325014, 1.10107538712309, 2.99826354841245, 1.21439113847343, 1.1158108462358, 2.0919606108415, 3.21655769855465, 1.36747975977018, 3.02262213805336, 2.55279563892833, 1.9149258519427, 3.01426178300348, 0.189800648337052, 0.142213228331669, 1.65599906853326
crf, 50, 3, 0.4, 12345, 0.393733276125464, 2.99275941612778e-05, -9.8657065043003e-05, -0.000129996391161937, 0.000305073857094667, 0.000363669949878432, -0.000308977579597206, -0.00015229633277898, 8.90506238764721e-05, -1.40289445965766e-05, 0.000334725340992787, 0.000223396793022384, 0.000414085612298848, 0.00018855552989562, -4.11609414740777e-05, -0.000321874126518745, 0.000362475633354481, -2.82590128769403e-05, -0.000252221516234225, -0.0001524674217822, 0.000403590002110271
rf, 50, 3, 0.4, 12345, 0.00376682521533414, -1.06207642691092, 0.439102412307097, -2.50970260158322, 0.941092236357714, 1.17743449235837, 3.16745205204793, 2.27665035011006, 4.44721489946269, 1.06436805813851, 2.49737726576162, 3.49861274552433, 1.92680510073045, 1.13663951485009, 3.26820167260726, 0.738154183611143, 1.95721101761097, -0.364674589565336, 1.07336648386991, -1.13327214618594, -0.176837978985291
crf, 50, 3, 0.45, 12345, 0.465415769235452, -1.23865424923178e-05, -0.000345546681189201, -0.000157530680436497, 0.000393753384448069, 0.000795903792677186, 0.000112908339814545, -0.000316807964939991, 0.00024553207646357, -0.000411356554247648, 0.000100020304058016, -0.00031093086470345, -0.000190851154390213, -0.000183212289655774, -1.80164999876617e-05, -0.000192840770693511, 0.000951887005470506, 0.000385819023048113, -0.000250272819210924, 0.000139171075177373, 0.000224911676347748
rf, 50, 3, 0.45, 12345, 0.0025164873348873, 1.7981043534173, -0.998749322772754, 0.96650209154476, 1.64993446995856, 1.37709184705902, 1.14041606501075, 0.630493228294295, 5.35293235048394, 1.44662599770164, 1.86504988956113, 3.21493433127975, 3.36332268157864, 0.309344670320597, 1.57710129165299, 0.503048725256723, 1.11573281968879, 0.509053663404123, 1.30753136760954, -1.21430785440002, 3.10424038615388
crf, 50, 3, 0.5, 12345, 0.522805820538798, 0.000374291277380445, -5.10406672213209e-05, -1.85834008973415e-05, 0.000356520835775894, 0.00109209513070643, 0.00010707224427823, 0.000211422041503977, 0.000539709734358903, -9.25524531382924e-05, -3.33927286573149e-05, 0.00016245669007581, 0.000963327391134938, 0.000258119751464473, -0.000221172965614246, -2.99620618729943e-05, 0.000417020239213147, 1.39041025617653e-06, -5.16509281852986e-05, 2.17012442316397e-05, 0.000331632442028743
rf, 50, 3, 0.5, 12345, 0.0045231740756173, 2.01511473871254, -0.173452306222521, -1.08563685310573, -0.0993765083012194, 2.8461149813758, 0.137193859418979, 1.23170916391751, 4.40478122127166, 1.5133484647062, 0.381579146957694, 2.08687315463525, 2.71810710372584, 1.03736987579794, 1.92672497967402, 0.601399628188244, 1.86719337466728, 1.12721378925984, -1.13877171384096, 0.256745287286569, 1.5344790291123
crf, 50, 3, 0.55, 12345, 0.545775485436039, 0.000100957376964652, -0.000268303805803116, -8.22726870110563e-06, 0.000730063276655431, 0.000649436258160064, 0.000190914317454644, -5.77708056590562e-05, 4.73193725712243e-05, -0.00013331449455545, -6.52733879229031e-05, -6.59481197630149e-05, 0.000719683811887445, -0.000190845960038711, 1.32705485450707e-05, -5.20654155222364e-05, 0.000351993863276623, 0.000232853757159859, -0.000227293097302738, -0.00046736505149021, -0.000180135086269849
rf, 50, 3, 0.55, 12345, 0.00345218626336323, 2.18803255393274, 0.933850968755472, -0.100635997577455, 2.6746275416204, 1.19912205441547, 0.635458547735778, 0.81487751041831, 2.22084545300855, 0.329812555732474, 1.44002369298808, 4.34964455277255, 1.87548508873867, -0.344868026608084, 0.0769885855231923, 1.51132582382001, 0.91815049106591, 0.887649182503869, -0.327227079938853, 1.6822346203073, 3.25723079314394
crf, 50, 3, 0.6, 12345, 0.565137312942992, 1.71465768412454e-06, 2.93991503221314e-05, 5.22612191568977e-05, 7.33893211558115e-05, 0.000949124846431897, 0.000399391731027346, 0.000276266191468614, 0.00014661886500102, 4.87720747183018e-05, -0.000346813403370587, 0.000113912678943263, 0.00048224755902347, 0.000113942166264731, -3.77452785024004e-05, -0.000173262392760102, 0.000676233068000285, 0.000416542175879719, -0.0005157193907276, -0.000432487342301914, 0.000475602002355528
rf, 50, 3, 0.6, 12345, 0.00143239930116964, 1.49763754366269, -0.6802125827753, -1.2867361954831, -0.492052932983759, 0.213089725841446, -0.213426699552279, -0.0123357084419496, 3.17457435469532, 1.36334628003748, 1.82669578042112, 3.12800736949685, 1.53915406238873, 0.295649365614481, 0.0925695629078262, 0.491470047915101, -1.17979508373115, 0.596700499953841, 0.333441721483597, 0.811732078081307, 1.68556183771137
crf, 50, 3, 0.65, 12345, 0.632977860908191, 0.000812851491115295, -0.000161525338536655, 0.000248428651649726, 0.00047271570513908, 0.000178256434152237, 3.7043421697501e-05, -7.12017111974136e-05, 0.000828750068126812, -0.000140092656816439, -3.54992239471388e-05, 0.000100021280446186, 0.000871595771976229, -3.47236048773117e-05, -6.91400701222503e-05, 0.000292050615869577, 0.000646870477295431, 8.06302748855361e-05, 2.03825387704304e-06, -6.57876347918812e-05, 0.000534743033406306
rf, 50, 3, 0.65, 12345, 0.000242492322470983, 1.45625481090877, -0.445058542322899, 0.641499661905396, 1.98397252050465, 0.936414205318034, -0.0664721870715894, 2.02949652053183, 2.60174636644509, 0.948554522173227, 1.95259719995825, 0.860198269193863, 1.83958498415727, -0.863688522686556, 0.759185375112668, 3.04903303609517, 1.24017176645627, 0.76494096368242, 0.0627094081053501, 1.39259920990416, 2.51369568738886
crf, 50, 3, 0.7, 12345, 0.645761283240502, 5.15806623372381e-05, 4.12272192135124e-05, 0.000166753103606494, 0.000374024741752124, 0.00134165949064258, -0.000160305512511556, -0.000155292330189482, 0.000573310727873571, -0.000326042286898908, -3.01848466076726e-06, 0.000305362053465185, 0.000403230897629905, 0.000109268670466116, 0.000140627804400547, -0.000151337857325239, 0.000465956402585196, 0.000620071403008471, -0.000146034616991014, 0.000358972909143006, 0.000288694331373447
